Number,Product_code,Product_name,Rating,number of reveiws,Price,Images
240,B095S8D3ST,"ASUS ROG Zephyrus G14 (2021), 14"" (35.56 cms) FHD 144Hz, AMD Ryzen 7 5800HS, GeForce RTX 3050 4GB Graphics, Gaming Laptop (8GB/1TB SSD/Office 2019/Windows 10/Moonlight White/1.6 Kg), GA401QC-HZ047TS",No Rating Available,More Buying Choices,"1,17,575",https://m.media-amazon.com/images/I/61f-pIrfGzS._AC_UY218_.jpg
241,B094FXH349,"(Renewed) HP 14 11th Gen Intel Core i5 Processor 14-inch(35.6 cm) HD Laptop (8GB/512GB SSD/Windows 10/MS Office/Natural Silver/1.46Kg), 14s-dq2535TU",No Rating Available,0,"52,990",https://m.media-amazon.com/images/I/718-P3WYr5L._AC_UY218_.jpg
242,B095YC5VH4,"HP 15 (2021) Thin & Light 10th Gen Intel Core i3 Laptop, 8GB RAM, 512GB SSD, 39.62 cms (15.6"") FHD Screen, Windows 10, MS Office, Jet Black (15s-du1516TU)",4.0 out of 5 stars,1,"45,147",https://m.media-amazon.com/images/I/81Ne5qKmE8L._AC_UY218_.jpg
243,B092MT55XP,"Lenovo Legion Y540 Intel i5 9th Gen 15.6"" Gaming (8GB/256 SSD+1TD HDD/Win10/NVIDIA GeForce GTX 1650 4GB/Raven Black/2.3kg), 81SY00UBIN",4.4 out of 5 stars,453,"60,990",https://m.media-amazon.com/images/I/71zm3gbS9SL._AC_UY218_.jpg
244,B08CDVH7Y7,"ASUS ZenBook Pro Duo 15 OLED (2021), Intel Core i9-10980HK 10th Gen, 15.6"" 4K Dual-Screen Touch Laptop (32GB/1TB SSD/8GB GeForce RTX 3070/Office 2019/Windows 10/Celestial Blue/2.34 Kg) UX582LR-H901TS",No Rating Available,More Buying Choices,"2,89,995",https://m.media-amazon.com/images/I/91tECXCjzVL._AC_UY218_.jpg
245,B096SKGTCG,"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 4600H 15.6"" Full HD 120 Hz IPS Gaming Laptop (16GB/512GB SSD/Windows 10/NVIDIA GTX 1650 4GB GDDR6 Graphics/Onyx Black/2.2Kg), 82EY00U4IN",4.4 out of 5 stars,127,"66,990",https://m.media-amazon.com/images/I/61TlKHyOHLL._AC_UY218_.jpg
246,B08SN9GJXH,"ASUS VivoBook S S14 Intel Core i7-1165G7 11th Gen 14-inch FHD Thin and Light Laptop (8GB RAM/512GB SSD + 32GB Optane Memory/Windows 10/Office 2019/Iris X Graphics ;Dreamy White;1.4 Kg), S433EA-AM702TS",4.3 out of 5 stars,155,"74,990",https://m.media-amazon.com/images/I/618zqCdWMaL._AC_UY218_.jpg
247,B087D3JHGB,"Lenovo Ideapad Slim 3 AMD Ryzen 3 15.6 inch (39.62 cms) Full HD Thin and Light Laptop (4GB/1TB HDD/Windows 10/MS Office 2019/Platinum Grey/1.85Kg), 81W10057IN",3.4 out of 5 stars,697,Currently Unavailable,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg
248,B08ND9ZS61,"Acer Aspire 5 Intel Core i5-1035G1 Processor 14"" Full HD IPS Display Thin and Light Laptop (8GB Ram/512 GB SSD/Win10/NVIDA GeForce MX350/Silver/1.5kgs); A514-53G",5.0 out of 5 stars,1,"55,905",https://m.media-amazon.com/images/I/81XRzsMG2vL._AC_UY218_.jpg
249,B08HRHH2NH,"Life Digital Laptop 15.6-inch (39.62 cms) (Intel Core i5/4GB RAM/1TB HDD/Type C Data/Win10), ZED AIR CX5",3.1 out of 5 stars,48,"33,987",https://m.media-amazon.com/images/I/71tnnbggvrL._AC_UY218_.jpg
250,B08MPYV6N6,Dell Inspiron 5301 13.3 FHD IPS Anti Glare Thin & Light Laptop / TGL-U i5 / 8 GB / 1TB SSD / Integrated Graphics / Win 10 + MSO / Silver) D560379WIN9S,4.2 out of 5 stars,14,"69,499",https://m.media-amazon.com/images/I/61XDdm6uPiL._AC_UY218_.jpg
251,B08R6MCHFV,"MSI GF65 Thin Core i5 9th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce GTX 1660 Ti) GF65 Thin 9SD-890IN Gaming Laptop (15.6 inch, Black, 1.86 kg)",4.2 out of 5 stars,7,"74,990",https://m.media-amazon.com/images/I/41+KS85EpLL._AC_UY218_.jpg
252,B0925RX2R6,(Renewed) Lenovo ThinkPad High Performance 14 inch HD Light Laptop (Core I5 5200U/8 GB(Upto 16GB)/256 GB SSD/Win 10 Pro/Office 2019/Webcam/USB 3.0/SIM/BT/Cardreader/TPM/Integrated Graphics),5.0 out of 5 stars,1,"36,799",https://m.media-amazon.com/images/I/618FguGul3L._AC_UY218_.jpg
253,B097NRQLXJ,"Lenovo IdeaPad 3 2021 Intel i3 11thGen 14""FHD IPS Thin&Light 4Side Narrow(8GB/256GB SSD/Win/MSO/Backlit/FingerprintRead/1.41kg)82H700J8IN+Laptop Briefcase T210 15.6""+400 Wireless Mouse 1200DPI Optical",No Rating Available,0,"45,568",https://m.media-amazon.com/images/I/51UAB7ZVPYS._AC_UY218_.jpg
254,B092DDRQTM,TravisLappy Laptop On Off Power Switch Button Board for Lenovo G470 G475 G570 G575 PIWG1 NBX000SL00,No Rating Available,0,"1,120",https://m.media-amazon.com/images/I/31Ovcs5wQaL._AC_UY218_.jpg
255,B08WLR5NNR,"Acer Aspire 3 Ryzen 3 3200U 15.6"" (39.62cms) - (4 GB/1TB HDD/Windows 10 Home/AMD Radeon Vega 3 Mobile Graphics /1.9Kg/Black) A315-42",3.4 out of 5 stars,47,"31,990",https://m.media-amazon.com/images/I/718QD+zGlCL._AC_UY218_.jpg
256,B092DDHZCM,TravisLappy Laptop On Off Power Button Switch Flex Cable Switch Button Cable Board for HP 15-G 15-R 250 256 G3 G4 G5 LS-A991P,5.0 out of 5 stars,1,Currently Unavailable,https://m.media-amazon.com/images/I/41tqcaCbSfL._AC_UY218_.jpg
257,B092MRNLLF,"Lenovo Yoga Slim 7 Intel i5 11th Gen 14"" FHD Thin and Light Laptop (16GB/512SSD/Win10 + Office Home/Intel Iris Xe Graphics/Slate Grey/1.36kg), 82A3009RIN",4.1 out of 5 stars,11,"76,990.00",https://m.media-amazon.com/images/I/61tcZHczA8L._AC_UY218_.jpg
258,B08MQGD9YY,"Dell Vostro 3400 14"" (35.56cms) FHD Anti Glare Display Laptop / i5-1135G7 / 8GB / 1TB / Integrated Graphics / Win 10 + MSO / Dune Color / 1.6Kg/ Backlit Keyboard) D552155WIN9DE",3.9 out of 5 stars,80,Currently Unavailable,https://m.media-amazon.com/images/I/51CEknIIHcL._AC_UY218_.jpg
259,B08CKRTZ7C,Asus Vivobook X515MA-EJ001T/ Silver/ Intel Celeron N4020/ RAM 4GB/ HDD 1 TB / 15.6 inch HD/ FP/ 2Cell/ Win10 Home,3.2 out of 5 stars,23,Currently Unavailable,https://m.media-amazon.com/images/I/71+cBm-j0TL._AC_UY218_.jpg
260,B08SKRQY7X,Dell Vostro 5402 14.0-inch FHD Laptop ( Core i5 11th Gen/ 8GB RAM/ 512GB SSD/ NVIDIA GeForce MX330 2GB Graphics/Windows 10/MS Office,4.3 out of 5 stars,3,"70,200",https://m.media-amazon.com/images/I/41-ztSX3rRL._AC_UY218_.jpg
261,B0937CXX8H,"Acer Aspire 3 Intel Core i3 11th Generation 15"" (38.1 cms) - (4 GB/1 TB HDD/Windows 10 Home/Intel UHD Graphics /1.7Kg/Silver) A315-58",2.9 out of 5 stars,9,"36,349",https://m.media-amazon.com/images/I/71CoOI-d9RS._AC_UY218_.jpg
262,B098TKCLHV,(Renewed) Lenovo ThinkPad 14 inch (35.56 cm) HD Laptop (Core i5 6th Gen/8 GB RAM/256 GB SSD/Windows 10 Pro/MS Office 19/Webcam/USB 3.0/Wifi/BT/Cardreader/Pan India Warranty/Integrated Graphics),No Rating Available,0,"38,999",https://m.media-amazon.com/images/I/51OKVljVlsS._AC_UY218_.jpg
263,B08ND9ZS61,"Acer Aspire 5 Intel Core i5-1035G1 Processor 14"" Full HD IPS Display Thin and Light Laptop (8GB Ram/512 GB SSD/Win10/NVIDA GeForce MX350/Silver/1.5kgs); A514-53G",5.0 out of 5 stars,1,"55,905",https://m.media-amazon.com/images/I/81XRzsMG2vL._AC_UY218_.jpg
264,B093VVMB6Q,"(Renewed) Dell Latitude Laptop E3380 Intel Core i3 - 6006u Processor 6th Gen, 16 GB Ram & 1TB SSD, 13.3 Inches Screen (Ultra Slim & Light 1.63KG) Notebook Computer",No Rating Available,0,"41,790",https://m.media-amazon.com/images/I/611JdsWwERL._AC_UY218_.jpg
265,B096SHMYJJ,"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 15.6"" FHD IPS Thin & Light Laptop (8GB/256GB SSD + 1TB HDD/Win 10/Office/Integrated Iris Xe Graphics/Fingerprint Reader/Graphite Grey/1.66Kg), 82FG010BIN",4.1 out of 5 stars,109,"63,990",https://m.media-amazon.com/images/I/61WNxdAeAoL._AC_UY218_.jpg
266,B08MPXQ6M2,"Dell Inspiron 5301 13.3"" (33.78cms) FHD IPS Anti Glare Display 11th Gen Laptop (i5-1135G7 / 8 GB / 512 SSD / Integrated Graphics / Win 10 + MSO / Silver) D560378WIN9S",4.0 out of 5 stars,137,"62,587",https://m.media-amazon.com/images/I/61XDdm6uPiL._AC_UY218_.jpg
267,B0928T2WQG,"HP 15 Ryzen 5 Processor 15.6-inch(39.6 cm) FHD Laptop (8GB/512GB SSD/Windows 10/Vega 8 Graphics/MS Office/Natural Silver/1.69Kg), 15s-eq0500AU",4.2 out of 5 stars,164,"53,435",https://m.media-amazon.com/images/I/81SdJG3OUjL._AC_UY218_.jpg
268,B096SKD3V7,"Lenovo IdeaPad Slim 3 (2021) | Intel Core i5 11th Gen |14"" FHD IPS |Thin & Light Laptop | 4-Side Narrow Bezel (8GB/512GB SSD/Win10/Office/Backlit KB/Fingerprint Reader/Arctic Grey/1.41kg), 82H700KTIN",4.4 out of 5 stars,158,"59,990",https://m.media-amazon.com/images/I/61+gLXwdCgS._AC_UY218_.jpg
269,B0917J6NK7,ASUS VivoBook15 Intel Core i5-1135G7(8GB RAM/512 GB NVMe SSD/Win10+McAfee/Ms Office H&S 2019/15.6-inch FHD IPS/ Intel Iris Xe Graphics /FP Reader/1.75 kg/Silver/1 Yr. Warranty)X515EA-EJ317TS,3.1 out of 5 stars,6,"56,200",https://m.media-amazon.com/images/I/71hgzeX--TL._AC_UY218_.jpg
270,B08Y92DKVL,"Lenovo ThinkPad E15 (2021) Intel Core i5 11th Gen 15.6"" FHD IPS Thin and Light Laptop (8GB RAM/512GB SSD/Windows 10/MS Office/NVIDIA MX350 2GB Graphics/FPR/Black/Aluminium Surface/ 1.7 kg), 20TDS0A300",4.0 out of 5 stars,31,"75,490",https://m.media-amazon.com/images/I/71TuueY7JDS._AC_UY218_.jpg
271,B094FXH349,"(Renewed) HP 14 11th Gen Intel Core i5 Processor 14-inch(35.6 cm) HD Laptop (8GB/512GB SSD/Windows 10/MS Office/Natural Silver/1.46Kg), 14s-dq2535TU",No Rating Available,0,"52,990",https://m.media-amazon.com/images/I/718-P3WYr5L._AC_UY218_.jpg
272,B08CS861RB,"ASUS VivoBook Ultra K14 (2021), AMD Ryzen 5 5500U, 14-inch FHD Thin and Light Laptop (8GB RAM/512GB SSD/Integrated Graphics/Office 2019/Windows 10/Indie Black/1.4 Kg), KM413UA-EB502TS",No Rating Available,More Buying Choices,"58,500",https://m.media-amazon.com/images/I/71xz0+MS0sS._AC_UY218_.jpg
273,B091H14P32,"Dell Inspiron 5406 14"" FHD Touch 2in1 Laptop (11th Geni3-1115G4 / 8GB / 512GB SSD / Integrated Graphics/ Win 10 + MSO / Backlit KB with FPR & Stylus Pen / Platinum Silver) D560384WIN9S",3.9 out of 5 stars,26,"59,800",https://m.media-amazon.com/images/I/51YwG-FYB5L._AC_UY218_.jpg
274,B0897SXQNN,MSI GF63 Thin 10SCSR-019IN Intel Core i7-10750H 10th Gen 15.6-inch 120Hz Laptop(8GB/512GB NVMe SSD /Windows 10 Home/Nvidia GeForce GTX 1650Ti Max-Q 4GB/Black/1.8Kg ) 9S7-16R412-019,2.9 out of 5 stars,7,"84,990",https://m.media-amazon.com/images/I/719QyW89YDL._AC_UY218_.jpg
275,B0928S5XS2,"HP 14 Intel Pentium N6000 14-inch(35.6 cm) Laptop (8GB/256GB SSD/Windows 10/MS Office/Jet Black/1.46Kg), 14s-dq3018TU",3.9 out of 5 stars,45,"31,490",https://m.media-amazon.com/images/I/71CiYVzgJsL._AC_UY218_.jpg
276,B08XBCX6HC,"HP Pavilion 11th Gen Intel Core i5 Processor 15.6-inch FHD Laptop with Alexa Built-in (16GB/512GB SSD/Win 10/MS Offce/2GB NVIDIA MX450 Graphics/Ceramic White/1.75 Kg), 15-eg0124TX",4.6 out of 5 stars,5,"74,999",https://m.media-amazon.com/images/I/71e3lmzoimL._AC_UY218_.jpg
277,B094151TQC,"(Renewed) Dell Latitude E5440 14-Inch Laptop (Core i5 4th Gen/8GB RAM(Upgradable to 16)/512GB SSD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics), Black",3.5 out of 5 stars,2,"39,899",https://m.media-amazon.com/images/I/51gG1-BLxaS._AC_UY218_.jpg
278,B08S7M6SYJ,"(Renewed) Lenovo ThinkPad L430 14-inch Laptop (Core i5 3rd Gen/4 GB/128 GB SSD/Windows 10/MS Office Pro 2019/Integrated Graphics/Superior Web-conferencing), Black",No Rating Available,0,"29,599",https://m.media-amazon.com/images/I/71LAAhw+9bL._AC_UY218_.jpg
279,B097C2Q86T,"(Renewed) Lenovo Thinkpad Laptop X230 Intel Core i5 - 3320m Processor, 4 GB Ram & 128 GB SSD, Win10, 12.5 Inches 1.34 KG Ultralight Computer",4.0 out of 5 stars,1,"24,989",https://m.media-amazon.com/images/I/61R6kEAt-9S._AC_UY218_.jpg
280,B08SD5Z4K8,"Acer Aspire 5 15.6"" (39.62cms) Laptop(Intel Core i5 11th Generation/8GB/512GB SSD/Windows 10 Home/Intel Iris Xe Graphics),Black A515-56",4.0 out of 5 stars,49,"55,490",https://m.media-amazon.com/images/I/81fz6fJCPoL._AC_UY218_.jpg
281,B08LSCMTFS,"Dell Inspiron 5502 15.6"" (39.62cms) FHD Laptop (11thGen Core i5-1135G7/8GB RAM/512GB SSD/2GB MX330 Graphics/Windows 10 + MS Office Laptop),Platinum Silver",4.0 out of 5 stars,39,"70,700",https://m.media-amazon.com/images/I/71WJc4NrDyL._AC_UY218_.jpg
282,B08Q4H4YSX,"ASUS VivoBook 2020 Intel Core i5-1135G7 11th Gen, 14"" (35.56cms) FHD Touch Thin and Light 2in1 Laptop (8GB RAM/512GB SSD/Office 2019/Windows 10/Intel Iris Graphics/Silver/1.5 Kg), TP470EA-EC029TS",4.3 out of 5 stars,41,"70,990",https://m.media-amazon.com/images/I/71suRRG4NAL._AC_UY218_.jpg
283,B097C3B9DZ,"Dell Inspiron 5518 15.6"" FHD AG 250nits Display Laptop (Ci5-11300H / 16GB / 512GB SSD / Integrated Graphics / Win 10 + MSO / Backlit KB + FPR / Silver) D560479WIN9S",5.0 out of 5 stars,1,Currently Unavailable,https://m.media-amazon.com/images/I/71FH2HiGKxS._AC_UY218_.jpg
284,B093VVLJPQ,"(Renewed) Dell Latitude Laptop E3380 Intel Core i3 - 6006u Processor 6th Gen, 16 GB Ram & 2TB SSD, 13.3 Inches Screen (Ultra Slim & Light 1.63KG) Notebook Computer",No Rating Available,0,"46,590",https://m.media-amazon.com/images/I/611JdsWwERL._AC_UY218_.jpg
285,B00H51HZMS,"Acer One 14 Z2-485 14-inch Laptop [Core i5- 8250U/4GB/1TB HDD/Windows 10 Home/ with Intel HD 610 Graphics/ 3 Years Warranty ],Gold , UN.EFMSI.054",No Rating Available,0,"41,900",https://m.media-amazon.com/images/I/61+f3SeJqcL._AC_UY218_.jpg
286,B087D41JFB,"Lenovo Ideapad Slim 3 10th Gen Intel Core i5 15.6 inch (39.62 cms) FHD Thin and Light Laptop (8GB/1TB/Windows 10/MS Office/NVIDIA MX130 2GB Graphics/Platinum Grey/1.85Kg), 81WB00ANIN",3.9 out of 5 stars,139,Currently Unavailable,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg
287,B08CRMTKMK,"ASUS TUF Gaming F15 Laptop 15.6"" FHD 144Hz, Intel Core i5-10300H 10th Gen, GeForce GTX 1650 4GB GDDR6 Graphics (8GB RAM/512GB NVMe SSD/Windows 10/Fortress Gray/2.30 Kg), FX566LH-HN257T",4.3 out of 5 stars,226,"61,990",https://m.media-amazon.com/images/I/914o5xV1+8L._AC_UY218_.jpg
288,B08L6HC5SJ,"ASUS VivoBook Ultra K14 (2020), Intel Core i5-1035G1 10th Gen, 14-Inch FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 10/Integrated Graphics/Indie Black/1.4 kg), K413JA-EK285T",3.3 out of 5 stars,8,"56,990",https://m.media-amazon.com/images/I/31ZrkdilbyL._AC_UY218_.jpg
289,B08Q6LS824,ASUS VivoBook M515DA-EJ512TS-AMD Ryzen 5-3500U 2.1 GHz / 8GB RAM / 512GB SSD / Integrated Vega 8 Graphics/15.6-inch FHD / Windows 10 Home+MsOffice H&S 2019 /FP Reader / 1.9 kg / Silver/ 1 Yr Warranty,3.9 out of 5 stars,8,"49,990",https://m.media-amazon.com/images/I/71aec+C8jOL._AC_UY218_.jpg
290,B07SY8TJWM,"Lenovo V145-AMD-A4 15.6 inch HD Thin and Light Laptop (4GB RAM/ 1TB HDD/ DOS/ with DVD Writer/ Black/ 2.1 kg), 81MT001BIH",3.4 out of 5 stars,74,Currently Unavailable,https://m.media-amazon.com/images/I/61+ybwGPLWL._AC_UY218_.jpg
291,B093L9SYZP,"MSI GF75 Thin, Intel i5-10500H, 17.3"" (43.9 cm) FHD IPS-Level 144Hz Panel Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Nvidia GTX1650 4GB GDDR6/Black/2.2Kg), 10SCXR-655IN",No Rating Available,0,"72,775",https://m.media-amazon.com/images/I/81DR+J7JxkL._AC_UY218_.jpg
292,B08PZ3VRCS,"ASUS VivoBook S S15 (2021), 15.6-inch (39.62 cms) FHD Intel Core i7-1165G7 11th Gen, Thin and Light Laptop (8GB/512GB SSD/Office 2019/Windows 10/2GB NVIDIA MX350 Graphics/Silver/1.8 kg) S532EQ-BQ702TS",5.0 out of 5 stars,1,"84,990",https://m.media-amazon.com/images/I/41NvwgjTY5L._AC_UY218_.jpg
293,B092VLR74L,"Acer Nitro 5 Intel Core i5-10th Gen 15.6-inch Display Thin and Light Gaming Laptop (16GB Ram/1TB HDD + 256GB SSD/Win10/GTX 1650Ti Graphics/Obsidian Black/2.3 Kgs), AN515-55 + Xbox Game Pass for PC",4.2 out of 5 stars,45,"86,999",https://m.media-amazon.com/images/I/81mxlt2J81L._AC_UY218_.jpg
294,B09812YSSJ,"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz/MS Office) FX506LH-HN258TS (15.6 inch, Black Plastic, 2.3 KG)",5.0 out of 5 stars,1,"65,739",https://m.media-amazon.com/images/I/410JzjTqp0S._AC_UY218_.jpg
295,B07ZG5W9QN,"DELL Inspiron 3593 15.6"" (39.62cms) Laptop (10th Gen Ci5-1035G1/8GB/1TB HDD + 256GB SSD/Windows 10/2GB NVIDIA MX 230 Graphics), Platinum Silver",4.0 out of 5 stars,248,"64,200",https://m.media-amazon.com/images/I/21x1r2l05LL._AC_UY218_.jpg
296,B0928T2WQG,"HP 15 Ryzen 5 Processor 15.6-inch(39.6 cm) FHD Laptop (8GB/512GB SSD/Windows 10/Vega 8 Graphics/MS Office/Natural Silver/1.69Kg), 15s-eq0500AU",4.2 out of 5 stars,164,"53,435",https://m.media-amazon.com/images/I/81SdJG3OUjL._AC_UY218_.jpg
297,B08MBV6YDR,"DELL Inspiron 3501 15.6-inch FHD Laptop (10th Gen Core i3-1035G1/8GB/1TB HDD/Window 10 + Microsoft Office/NoDvD/Integrated Graphics),SoftMint",3.5 out of 5 stars,183,"43,075",https://m.media-amazon.com/images/I/612G4reLx3L._AC_UY218_.jpg
298,B08DMG6S5R,"HP 250 G7 Commercial Laptop (10th Gen Intel Core i5, 8GB RAM, 1TB HDD, Windows 10), 1S5F9PA - for Small and Medium Business",3.5 out of 5 stars,25,"54,076",https://m.media-amazon.com/images/I/71nTZkJByLL._AC_UY218_.jpg
299,B08CGGRHLH,"HP OMEN 15.6-inch (39.62 cms) FHD Gaming Laptop (Ryzen 5-4600H/8GB/512GB SSD/Windows 10/NVIDIA GTX 1660ti 6GB/Shadow Black/2.36 kg), 15-en0002AX",4.5 out of 5 stars,239,"83,990",https://m.media-amazon.com/images/I/71dG2zTOI6L._AC_UY218_.jpg
300,B08PS7KFL4,"Asus VivoBook 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X412FA-EK511T Thin and Light Laptop (14 inch, Transparent Silver, 1.50 kg)",5.0 out of 5 stars,2,"55,990",https://m.media-amazon.com/images/I/31GO+wge8-L._AC_UY218_.jpg
301,B089P9JV71,"HP 14 10th Gen Intel Core i5 Processor 14"" (35.56cms) FHD Laptop with Built-in 4G LTE (8GB/256GB SSD + 1TB HDD/Windows 10/MS Office 2019/Natural Silver/1.51kg) 14s-er0003TU",4.3 out of 5 stars,218,"67,000",https://m.media-amazon.com/images/I/71DsrUNw7xL._AC_UY218_.jpg
302,B08CKRS42M,ASUS Laptop 15 M515DA-BQ501T AMD Ryzen 5 3500U/1TB HDD/8GB/15.6 ³FHD/Windows 10/Slate - Grey/1Y,4.2 out of 5 stars,35,"48,990",https://m.media-amazon.com/images/I/61ZtYWwG9FS._AC_UY218_.jpg
303,B094Y7JWV8,"Dell Inspiron 3501 15.6"" FHD Display Laptop (i5-1135G7/ 8GB/ 512GB SSD/ Win 10 + MSO/ Integrated Graphics/ Backlit KB/ Soft Mint) D560440WIN9S",3.0 out of 5 stars,1,"61,430",https://m.media-amazon.com/images/I/61zbf9g+VDS._AC_UY218_.jpg
